"zip","name","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"80860","VICTOR, CO","J",440,"J",15359,"J",49924,9,"VICTOR","CO","TELLER"
"80861","VONA, CO","G",3,"J",31,"J",124,4,"VONA","CO","KIT CARSON"
"80863","WOODLAND PARK, CO","G",4278,"G",45291,"G",189169,509,"WOODLAND PARK","CO","TELLER"
"80864","YODER, CO","J",32,"J",326,"J",1619,11,"YODER","CO","EL PASO"
"80866","WOODLAND PARK, CO","G",246,"G",1919,"G",8707,37,"WOODLAND PARK","CO","TELLER"
"80901","COLORADO SPRINGS, CO","J",3903,"J",34442,"J",148721,26,"COLORADO SPRINGS","CO","EL PASO"
"80902","COLORADO SPRINGS, CO","J",129,"J",1808,"H",7270,12,"COLORADO SPRINGS","CO","EL PASO"
"80903","COLORADO SPRINGS, CO","G",18999,"G",302750,"G",1184666,1514,"COLORADO SPRINGS","CO","EL PASO"
"80904","COLORADO SPRINGS, CO","G",8393,"G",81194,"G",348350,717,"COLORADO SPRINGS","CO","EL PASO"
"80905","COLORADO SPRINGS, CO","G",5781,"G",71278,"G",309383,509,"COLORADO SPRINGS","CO","EL PASO"
"80906","COLORADO SPRINGS, CO","G",17107,"G",208047,"G",888268,1121,"COLORADO SPRINGS","CO","EL PASO"
"80907","COLORADO SPRINGS, CO","G",26833,"G",560531,"G",2150411,1493,"COLORADO SPRINGS","CO","EL PASO"
"80908","COLORADO SPRINGS, CO","G",3469,"G",48583,"G",211951,562,"COLORADO SPRINGS","CO","EL PASO"
"80909","COLORADO SPRINGS, CO","G",18068,"H",236448,"H",967290,1210,"COLORADO SPRINGS","CO","EL PASO"
"80910","COLORADO SPRINGS, CO","G",6708,"G",95689,"G",393776,411,"COLORADO SPRINGS","CO","EL PASO"
"80911","COLORADO SPRINGS, CO","G",2217,"G",27816,"G",110665,264,"COLORADO SPRINGS","CO","EL PASO"
"80912","COLORADO SPRINGS, CO","J",2105,"J",50016,"J",204788,43,"COLORADO SPRINGS","CO","EL PASO"
"80913","COLORADO SPRINGS, CO","J",2920,"J",56979,"J",225403,74,"COLORADO SPRINGS","CO","EL PASO"
"80914","COLORADO SPRINGS, CO","G",636,"G",15794,"G",60786,56,"COLORADO SPRINGS","CO","EL PASO"
"80915","COLORADO SPRINGS, CO","G",12665,"G",198647,"G",803760,740,"COLORADO SPRINGS","CO","EL PASO"
"80916","COLORADO SPRINGS, CO","H",14423,"H",203148,"G",732521,519,"COLORADO SPRINGS","CO","EL PASO"
"80917","COLORADO SPRINGS, CO","G",4819,"G",48989,"G",189982,575,"COLORADO SPRINGS","CO","EL PASO"
"80918","COLORADO SPRINGS, CO","G",16610,"G",180095,"G",740703,1655,"COLORADO SPRINGS","CO","EL PASO"
"80919","COLORADO SPRINGS, CO","G",15055,"G",304004,"G",1248063,922,"COLORADO SPRINGS","CO","EL PASO"
"80920","COLORADO SPRINGS, CO","G",28166,"H",460028,"H",1701333,1631,"COLORADO SPRINGS","CO","EL PASO"
"80921","COLORADO SPRINGS, CO","G",19467,"G",352325,"G",1447426,826,"COLORADO SPRINGS","CO","EL PASO"
"80922","COLORADO SPRINGS, CO","G",6859,"G",57190,"G",239935,530,"COLORADO SPRINGS","CO","EL PASO"
"80923","COLORADO SPRINGS, CO","H",8156,"H",95139,"H",402465,498,"COLORADO SPRINGS","CO","EL PASO"
"80924","COLORADO SPRINGS, CO","G",1571,"G",21013,"G",90331,220,"COLORADO SPRINGS","CO","EL PASO"
"80925","COLORADO SPRINGS, CO","H",490,"J",13312,"J",55203,96,"COLORADO SPRINGS","CO","EL PASO"
"80926","COLORADO SPRINGS, CO","H",64,"G",710,"G",3610,23,"COLORADO SPRINGS","CO","EL PASO"
"80927","COLORADO SPRINGS, CO","G",167,"H",1638,"H",8346,67,"COLORADO SPRINGS","CO","EL PASO"
"80928","COLORADO SPRINGS, CO","H",37,"H",429,"H",1575,9,"COLORADO SPRINGS","CO","EL PASO"
"80929","COLORADO SPRINGS, CO","H",146,"G",1772,"G",7050,22,"COLORADO SPRINGS","CO","EL PASO"
"80930","COLORADO SPRINGS, CO","J",58,"H",753,"H",3977,16,"COLORADO SPRINGS","CO","EL PASO"
"80933","COLORADO SPRINGS, CO","J",32,"J",854,"J",1967,4,"COLORADO SPRINGS","CO","EL PASO"
"80934","COLORADO SPRINGS, CO","J",14,"H",67,"H",291,5,"COLORADO SPRINGS","CO","EL PASO"
"80935","COLORADO SPRINGS, CO","J",21,"G",108,"G",503,6,"COLORADO SPRINGS","CO","EL PASO"
"80936","COLORADO SPRINGS, CO","G",11,"J",130,"J",559,7,"COLORADO SPRINGS","CO","EL PASO"
"80937","COLORADO SPRINGS, CO","J",28,"H",256,"H",1029,11,"COLORADO SPRINGS","CO","EL PASO"
"80938","COLORADO SPRINGS, CO","J",2,"J",9,"J",238,4,"COLORADO SPRINGS","CO","EL PASO"
"80939","COLORADO SPRINGS, CO","G",627,"G",11153,"G",51969,36,"COLORADO SPRINGS","CO","EL PASO"
"80949","COLORADO SPRINGS, CO","G",30,"J",369,"J",1658,7,"COLORADO SPRINGS","CO","EL PASO"
"80951","COLORADO SPRINGS, CO","G",431,"H",4254,"G",19381,44,"COLORADO SPRINGS","CO","EL PASO"
"80960","COLORADO SPRINGS, CO","J",6,"J",89,"J",373,3,"COLORADO SPRINGS","CO","EL PASO"
"80962","COLORADO SPRINGS, CO","H",343,"H",3903,"H",17852,19,"COLORADO SPRINGS","CO","EL PASO"
"80970","COLORADO SPRINGS, CO","J",83,"J",2706,"J",6507,4,"COLORADO SPRINGS","CO","EL PASO"
"81001","PUEBLO, CO","G",6787,"G",96739,"G",386160,337,"PUEBLO","CO","PUEBLO"
"81002","PUEBLO, CO","H",121,"H",4394,"J",19202,8,"PUEBLO","CO","PUEBLO"
"81003","PUEBLO, CO","G",12536,"G",185516,"G",727330,632,"PUEBLO","CO","PUEBLO"
"81004","PUEBLO, CO","G",7672,"G",107204,"G",439813,360,"PUEBLO","CO","PUEBLO"
"81005","PUEBLO, CO","G",5273,"G",48017,"G",197542,451,"PUEBLO","CO","PUEBLO"
"81006","PUEBLO, CO","H",3554,"H",56711,"H",240521,237,"PUEBLO","CO","PUEBLO"
"81007","PUEBLO, CO","G",4692,"G",52594,"G",216806,542,"PUEBLO","CO","PUEBLO"
"81008","PUEBLO, CO","G",9476,"G",90418,"G",368400,569,"PUEBLO","CO","PUEBLO"
"81019","COLORADO CITY, CO","G",272,"H",2627,"H",11159,37,"COLORADO CITY","CO","PUEBLO"
"81020","AGUILAR, CO","H",88,"G",673,"G",3064,18,"AGUILAR","CO","LAS ANIMAS"
"81022","AVONDALE, CO","G",49,"H",480,"H",2404,11,"AVONDALE","CO","PUEBLO"
"81023","BEULAH, CO","G",78,"G",1029,"G",5430,16,"BEULAH","CO","PUEBLO"
"81024","BONCARBO, CO","J",2,"J",17,"J",55,3,"BONCARBO","CO","LAS ANIMAS"
"81025","BOONE, CO","J",15,"G",193,"G",1027,10,"BOONE","CO","PUEBLO"
"81029","CAMPO, CO","G",10,"J",87,"J",428,4,"CAMPO","CO","BACA"
"81030","CHERAW, CO","J",7,"J",47,"J",200,3,"CHERAW","CO","OTERO"
"81033","CROWLEY, CO","J",40,"J",392,"H",1724,3,"CROWLEY","CO","CROWLEY"
"81036","EADS, CO","H",251,"H",2576,"H",10858,28,"EADS","CO","KIOWA"
"81039","FOWLER, CO","H",337,"H",2648,"H",11871,43,"FOWLER","CO","OTERO"
"81040","GARDNER, CO","H",45,"G",559,"G",2089,9,"GARDNER","CO","HUERFANO"
"81041","GRANADA, CO","J",15,"H",139,"G",485,4,"GRANADA","CO","PROWERS"
"81044","HASTY, CO","G",5,"H",24,"J",102,4,"HASTY","CO","BENT"
"81047","HOLLY, CO","H",178,"H",1864,"H",7263,27,"HOLLY","CO","PROWERS"
"81049","KIM, CO","H",21,"H",187,"H",776,6,"KIM","CO","LAS ANIMAS"
"81050","LA JUNTA, CO","H",3441,"G",38686,"G",150961,253,"LA JUNTA","CO","OTERO"
"81052","LAMAR, CO","G",2375,"G",22701,"G",95480,264,"LAMAR","CO","PROWERS"
"81054","LAS ANIMAS, CO","G",585,"G",6798,"G",27475,47,"LAS ANIMAS","CO","BENT"
"81055","LA VETA, CO","G",197,"H",2297,"G",11600,54,"LA VETA","CO","HUERFANO"
"81057","MC CLAVE, CO","G",14,"J",203,"J",932,3,"MC CLAVE","CO","BENT"
"81058","MANZANOLA, CO","J",25,"J",117,"H",512,7,"MANZANOLA","CO","OTERO"
"81062","OLNEY SPRINGS, CO","J",268,"J",4966,"J",18911,6,"OLNEY SPRINGS","CO","CROWLEY"
"81063","ORDWAY, CO","G",196,"G",1662,"G",7534,30,"ORDWAY","CO","CROWLEY"
"81064","PRITCHETT, CO","J",3,"J",17,"H",113,3,"PRITCHETT","CO","BACA"
"81067","ROCKY FORD, CO","G",672,"G",6478,"G",29248,96,"ROCKY FORD","CO","OTERO"
"81069","RYE, CO","J",148,"H",1661,"H",8413,37,"RYE","CO","PUEBLO"
"81071","SHERIDAN LAKE, CO","J",37,"G",495,"G",1424,9,"SHERIDAN LAKE","CO","KIOWA"
"81073","SPRINGFIELD, CO","G",449,"H",3946,"H",17354,59,"SPRINGFIELD","CO","BACA"
"81076","SUGAR CITY, CO","J",16,"J",176,"J",625,3,"SUGAR CITY","CO","CROWLEY"
"81077","SWINK, CO","G",51,"H",538,"H",2092,8,"SWINK","CO","OTERO"
"81082","TRINIDAD, CO","G",3091,"G",29664,"G",119247,335,"TRINIDAD","CO","LAS ANIMAS"
"81087","VILAS, CO","J",6,"G",32,"G",128,3,"VILAS","CO","BACA"
"81089","WALSENBURG, CO","H",993,"H",9756,"H",42819,99,"WALSENBURG","CO","HUERFANO"
"81090","WALSH, CO","G",115,"G",1256,"G",5183,18,"WALSH","CO","BACA"
"81091","WESTON, CO","J",130,"J",2930,"H",7660,14,"WESTON","CO","LAS ANIMAS"
"81092","WILEY, CO","H",84,"G",984,"G",3869,16,"WILEY","CO","PROWERS"
"81101","ALAMOSA, CO","G",5760,"G",65194,"G",272213,465,"ALAMOSA","CO","ALAMOSA"
"81120","ANTONITO, CO","H",239,"H",2447,"G",12526,35,"ANTONITO","CO","CONEJOS"
"81121","ARBOLES, CO","H",29,"G",276,"H",776,6,"ARBOLES","CO","ARCHULETA"
"81122","BAYFIELD, CO","H",1397,"H",21758,"H",94838,225,"BAYFIELD","CO","LA PLATA"
"81123","BLANCA, CO","J",177,"J",2188,"J",8444,12,"BLANCA","CO","COSTILLA"
"81125","CENTER, CO","G",538,"G",5621,"G",24659,68,"CENTER","CO","RIO GRANDE"
"81128","CHROMO, CO","G",7,"G",159,"G",853,6,"CHROMO","CO","ARCHULETA"
"81130","CREEDE, CO","G",257,"G",2084,"G",12054,69,"CREEDE","CO","MINERAL"
"81131","CRESTONE, CO","H",198,"H",1460,"G",6725,50,"CRESTONE","CO","SAGUACHE"
"81132","DEL NORTE, CO","G",588,"H",6463,"H",28206,73,"DEL NORTE","CO","RIO GRANDE"
"81133","FORT GARLAND, CO","G",116,"G",954,"H",5003,19,"FORT GARLAND","CO","COSTILLA"
"81136","HOOPER, CO","J",74,"H",330,"H",1622,5,"HOOPER","CO","ALAMOSA"
"81137","IGNACIO, CO","H",612,"H",5990,"H",35754,88,"IGNACIO","CO","LA PLATA"
"81140","LA JARA, CO","G",407,"H",4365,"G",19458,53,"LA JARA","CO","CONEJOS"
"81141","MANASSA, CO","J",57,"H",326,"H",1348,13,"MANASSA","CO","CONEJOS"
"81143","MOFFAT, CO","G",21,"G",157,"G",806,10,"MOFFAT","CO","SAGUACHE"
"81144","MONTE VISTA, CO","G",1989,"G",18728,"G",80376,214,"MONTE VISTA","CO","RIO GRANDE"
"81146","MOSCA, CO","H",67,"H",534,"H",3040,12,"MOSCA","CO","ALAMOSA"
"81147","PAGOSA SPRINGS, CO","H",4092,"H",38276,"H",160433,563,"PAGOSA SPRINGS","CO","ARCHULETA"
"81148","ROMEO, CO","J",8,"J",107,"J",509,3,"ROMEO","CO","CONEJOS"
"81149","SAGUACHE, CO","H",81,"H",420,"G",1944,13,"SAGUACHE","CO","SAGUACHE"
"81151","SANFORD, CO","J",83,"H",807,"H",3266,15,"SANFORD","CO","CONEJOS"
"81152","SAN LUIS, CO","H",75,"H",443,"H",1918,15,"SAN LUIS","CO","COSTILLA"
"81154","SOUTH FORK, CO","H",286,"G",2405,"G",11685,79,"SOUTH FORK","CO","RIO GRANDE"
"81155","VILLA GROVE, CO","J",33,"H",262,"H",1141,3,"VILLA GROVE","CO","SAGUACHE"
"81201","SALIDA, CO","G",4706,"H",55822,"G",238224,595,"SALIDA","CO","CHAFFEE"
"81210","ALMONT, CO","H",74,"H",763,"H",5933,24,"ALMONT","CO","GUNNISON"
"81211","BUENA VISTA, CO","H",2200,"G",23799,"G",109506,401,"BUENA VISTA","CO","CHAFFEE"
"81212","CANON CITY, CO","G",7013,"G",68435,"G",286449,654,"CANON CITY","CO","FREMONT"
"81215","CANON CITY, CO","H",82,"H",811,"H",3425,7,"CANON CITY","CO","FREMONT"
"81220","CIMARRON, CO","H",50,"H",494,"H",1966,8,"CIMARRON","CO","MONTROSE"
"81222","COALDALE, CO","J",20,"J",93,"H",570,10,"COALDALE","CO","FREMONT"
"81223","COTOPAXI, CO","H",70,"G",533,"G",2741,24,"COTOPAXI","CO","FREMONT"
"81224","CRESTED BUTTE, CO","G",2372,"G",25825,"G",111313,507,"CRESTED BUTTE","CO","GUNNISON"
"81225","CRESTED BUTTE, CO","H",995,"H",7350,"H",20511,57,"CRESTED BUTTE","CO","GUNNISON"
"81226","FLORENCE, CO","H",737,"H",9249,"H",38557,112,"FLORENCE","CO","FREMONT"
"81230","GUNNISON, CO","G",3188,"G",33658,"G",152073,545,"GUNNISON","CO","GUNNISON"
"81231","GUNNISON, CO","J",37,"J",335,"H",1328,4,"GUNNISON","CO","GUNNISON"
"81233","HOWARD, CO","J",34,"J",305,"J",1591,16,"HOWARD","CO","FREMONT"
"81235","LAKE CITY, CO","G",110,"G",872,"G",5353,63,"LAKE CITY","CO","HINSDALE"
"81236","NATHROP, CO","J",75,"G",548,"G",2499,40,"NATHROP","CO","CHAFFEE"
"81237","OHIO CITY, CO","J",13,"J",141,"J",796,6,"OHIO CITY","CO","GUNNISON"
"81239","PARLIN, CO","J",14,"J",150,"J",726,3,"PARLIN","CO","GUNNISON"
"81240","PENROSE, CO","G",590,"G",5407,"G",24800,103,"PENROSE","CO","FREMONT"
"81241","PITKIN, CO","J",8,"J",102,"J",420,5,"PITKIN","CO","GUNNISON"
"81242","PONCHA SPRINGS, CO","G",223,"G",2538,"G",10512,45,"PONCHA SPRINGS","CO","CHAFFEE"
"81243","POWDERHORN, CO","J",7,"H",54,"H",460,4,"POWDERHORN","CO","GUNNISON"
"81244","ROCKVALE, CO","J",3,"G",52,"G",314,4,"ROCKVALE","CO","FREMONT"
"81248","SARGENTS, CO","J",10,"H",102,"H",615,3,"SARGENTS","CO","SAGUACHE"
"81251","TWIN LAKES, CO","J",27,"H",182,"G",789,10,"TWIN LAKES","CO","LAKE"
"81252","WESTCLIFFE, CO","G",699,"G",5726,"G",25775,163,"WESTCLIFFE","CO","CUSTER"
"81253","WETMORE, CO","J",18,"J",219,"J",921,6,"WETMORE","CO","CUSTER"
"81301","DURANGO, CO","G",13700,"G",159189,"G",685481,1628,"DURANGO","CO","LA PLATA"
"81302","DURANGO, CO","J",366,"H",6816,"H",35352,36,"DURANGO","CO","LA PLATA"
"81303","DURANGO, CO","G",3988,"G",53417,"G",223141,420,"DURANGO","CO","LA PLATA"
"81320","CAHONE, CO","J",63,"J",905,"J",4086,6,"CAHONE","CO","DOLORES"
"81321","CORTEZ, CO","H",4937,"G",54001,"G",225045,519,"CORTEZ","CO","MONTEZUMA"
"81323","DOLORES, CO","H",530,"H",6910,"H",30211,95,"DOLORES","CO","MONTEZUMA"
"81324","DOVE CREEK, CO","H",233,"H",1957,"H",9046,36,"DOVE CREEK","CO","DOLORES"
"81325","EGNAR, CO","G",7,"J",57,"H",190,3,"EGNAR","CO","SAN MIGUEL"
"81326","HESPERUS, CO","H",305,"H",4660,"H",17409,56,"HESPERUS","CO","LA PLATA"
"81327","LEWIS, CO","J",48,"J",422,"J",2151,15,"LEWIS","CO","MONTEZUMA"
"81328","MANCOS, CO","G",699,"G",5697,"G",27731,121,"MANCOS","CO","MONTEZUMA"
"81331","PLEASANT VIEW, CO","J",14,"J",216,"H",937,3,"PLEASANT VIEW","CO","MONTEZUMA"
"81332","RICO, CO","H",32,"G",309,"G",1704,25,"RICO","CO","DOLORES"
"81335","YELLOW JACKET, CO","J",16,"J",53,"J",244,5,"YELLOW JACKET","CO","MONTEZUMA"
"81401","MONTROSE, CO","G",12451,"G",146628,"G",610486,1079,"MONTROSE","CO","MONTROSE"
"81402","MONTROSE, CO","G",185,"G",1883,"G",7799,17,"MONTROSE","CO","MONTROSE"
"81403","MONTROSE, CO","G",968,"G",12497,"G",56988,230,"MONTROSE","CO","MONTROSE"
"81410","AUSTIN, CO","H",155,"H",1780,"H",8509,32,"AUSTIN","CO","DELTA"
"81413","CEDAREDGE, CO","H",875,"H",7687,"H",33573,124,"CEDAREDGE","CO","DELTA"
"81415","CRAWFORD, CO","H",70,"H",785,"H",3630,32,"CRAWFORD","CO","DELTA"
"81416","DELTA, CO","H",4006,"H",42321,"G",185524,436,"DELTA","CO","DELTA"
"81418","ECKERT, CO","H",111,"H",860,"H",3942,26,"ECKERT","CO","DELTA"
"81419","HOTCHKISS, CO","G",768,"G",8145,"G",39133,110,"HOTCHKISS","CO","DELTA"
"81422","NATURITA, CO","G",187,"H",1835,"H",8268,23,"NATURITA","CO","MONTROSE"
"81423","NORWOOD, CO","G",317,"G",3137,"G",13558,59,"NORWOOD","CO","SAN MIGUEL"
"81424","NUCLA, CO","G",153,"H",1666,"H",6501,32,"NUCLA","CO","MONTROSE"
"81425","OLATHE, CO","H",660,"H",6556,"H",29323,104,"OLATHE","CO","MONTROSE"
"81426","OPHIR, CO","J",13,"H",178,"H",1166,9,"OPHIR","CO","SAN MIGUEL"
"81427","OURAY, CO","G",658,"G",6071,"G",26786,114,"OURAY","CO","OURAY"
"81428","PAONIA, CO","G",550,"G",5332,"G",22293,127,"PAONIA","CO","DELTA"
"81430","PLACERVILLE, CO","G",127,"G",2004,"G",10130,41,"PLACERVILLE","CO","SAN MIGUEL"
"81431","REDVALE, CO","J",12,"H",164,"H",647,9,"REDVALE","CO","MONTROSE"
"81432","RIDGWAY, CO","G",895,"G",9101,"G",41539,192,"RIDGWAY","CO","OURAY"
"81433","SILVERTON, CO","G",261,"G",1892,"G",10614,75,"SILVERTON","CO","SAN JUAN"
"81434","SOMERSET, CO","J",306,"J",6762,"J",29500,4,"SOMERSET","CO","GUNNISON"
"81435","TELLURIDE, CO","G",5304,"G",67919,"G",240036,580,"TELLURIDE","CO","SAN MIGUEL"
"81501","GRAND JUNCTION, CO","G",20085,"G",275317,"G",1138241,1375,"GRAND JUNCTION","CO","MESA"
"81502","GRAND JUNCTION, CO","G",228,"G",3616,"G",15887,31,"GRAND JUNCTION","CO","MESA"
"81503","GRAND JUNCTION, CO","G",1788,"G",17467,"G",79018,300,"GRAND JUNCTION","CO","MESA"
"81504","GRAND JUNCTION, CO","H",3133,"H",50717,"H",193951,387,"GRAND JUNCTION","CO","MESA"
"81505","GRAND JUNCTION, CO","H",17281,"H",235975,"H",977317,1081,"GRAND JUNCTION","CO","MESA"
"81506","GRAND JUNCTION, CO","G",5998,"G",78562,"G",336508,438,"GRAND JUNCTION","CO","MESA"
"81507","GRAND JUNCTION, CO","H",1128,"G",10424,"G",46989,310,"GRAND JUNCTION","CO","MESA"
"81520","CLIFTON, CO","G",1545,"G",12437,"G",52494,172,"CLIFTON","CO","MESA"
"81521","FRUITA, CO","G",3337,"G",37171,"H",153495,369,"FRUITA","CO","MESA"
"81522","GATEWAY, CO","J",75,"J",992,"J",5938,3,"GATEWAY","CO","MESA"
"81523","GLADE PARK, CO","H",64,"H",514,"H",2207,13,"GLADE PARK","CO","MESA"
"81524","LOMA, CO","H",226,"H",2734,"H",12656,67,"LOMA","CO","MESA"
"81525","MACK, CO","J",49,"J",441,"J",2391,24,"MACK","CO","MESA"
"81526","PALISADE, CO","G",1089,"G",9449,"G",40982,153,"PALISADE","CO","MESA"
"81527","WHITEWATER, CO","H",70,"G",666,"G",2714,29,"WHITEWATER","CO","MESA"
"81601","GLENWOOD SPRINGS, CO","G",9778,"G",141524,"G",590176,1017,"GLENWOOD SPRINGS","CO","GARFIELD"
"81602","GLENWOOD SPRINGS, CO","H",192,"H",4372,"H",14620,25,"GLENWOOD SPRINGS","CO","GARFIELD"
"81610","DINOSAUR, CO","H",49,"H",388,"H",1486,10,"DINOSAUR","CO","MOFFAT"
"81611","ASPEN, CO","G",12563,"G",214717,"G",803557,1199,"ASPEN","CO","PITKIN"
"81612","ASPEN, CO","H",497,"H",7871,"G",19938,45,"ASPEN","CO","PITKIN"
"81615","SNOWMASS VILLAGE, CO","J",3489,"H",50029,"H",151824,219,"SNOWMASS VILLAGE","CO","PITKIN"
"81620","AVON, CO","H",9262,"H",128715,"G",448259,724,"AVON","CO","EAGLE"
"81621","BASALT, CO","G",2993,"G",43807,"G",200318,559,"BASALT","CO","EAGLE"
"81623","CARBONDALE, CO","G",4901,"G",69676,"G",320249,927,"CARBONDALE","CO","GARFIELD"
"81624","COLLBRAN, CO","H",103,"G",1530,"H",6368,33,"COLLBRAN","CO","MESA"
"81625","CRAIG, CO","G",2864,"G",34962,"G",143675,358,"CRAIG","CO","MOFFAT"
"81626","CRAIG, CO","J",274,"J",7937,"J",29806,13,"CRAIG","CO","MOFFAT"
"81630","DE BEQUE, CO","G",131,"G",1627,"G",6868,20,"DE BEQUE","CO","MESA"
"81631","EAGLE, CO","G",3131,"G",42217,"G",188049,572,"EAGLE","CO","EAGLE"
"81632","EDWARDS, CO","G",3722,"G",50491,"G",216243,646,"EDWARDS","CO","EAGLE"
"81635","PARACHUTE, CO","H",935,"H",21543,"H",74086,101,"PARACHUTE","CO","GARFIELD"
"81637","GYPSUM, CO","G",3178,"G",43432,"G",186039,417,"GYPSUM","CO","EAGLE"
"81638","HAMILTON, CO","J",3,"J",24,"H",173,5,"HAMILTON","CO","MOFFAT"
"81639","HAYDEN, CO","H",626,"H",8441,"H",34789,96,"HAYDEN","CO","ROUTT"
"81640","MAYBELL, CO","J",5,"J",46,"H",234,5,"MAYBELL","CO","MOFFAT"
"81641","MEEKER, CO","H",1201,"H",17784,"H",74830,126,"MEEKER","CO","RIO BLANCO"
"81642","MEREDITH, CO","G",2,"J",23,"J",111,3,"MEREDITH","CO","PITKIN"
"81643","MESA, CO","J",416,"J",1905,"J",5067,19,"MESA","CO","MESA"
"81645","MINTURN, CO","H",503,"G",5369,"G",22781,85,"MINTURN","CO","EAGLE"
"81646","MOLINA, CO","G",4,"H",68,"H",278,6,"MOLINA","CO","MESA"
"81647","NEW CASTLE, CO","G",965,"G",11310,"G",49514,204,"NEW CASTLE","CO","GARFIELD"
"81648","RANGELY, CO","H",990,"H",17957,"H",71759,65,"RANGELY","CO","RIO BLANCO"
"81649","RED CLIFF, CO","G",53,"G",470,"H",2489,16,"RED CLIFF","CO","EAGLE"
"81650","RIFLE, CO","G",4548,"G",65061,"G",267398,477,"RIFLE","CO","GARFIELD"
"81652","SILT, CO","G",801,"G",9971,"G",47253,194,"SILT","CO","GARFIELD"
"81654","SNOWMASS, CO","H",173,"H",3066,"H",16881,52,"SNOWMASS","CO","PITKIN"
"81655","WOLCOTT, CO","G",161,"G",2920,"G",15458,33,"WOLCOTT","CO","EAGLE"
"81656","WOODY CREEK, CO","G",165,"H",2738,"G",10975,21,"WOODY CREEK","CO","PITKIN"
"81657","VAIL, CO","H",12658,"H",183997,"H",745855,506,"VAIL","CO","EAGLE"
"81658","VAIL, CO","H",393,"H",5169,"G",18044,36,"VAIL","CO","EAGLE"
"82001","CHEYENNE, WY","G",18297,"G",271507,"G",1154184,2013,"CHEYENNE","WY","LARAMIE"
"82002","CHEYENNE, WY","G",79,"H",1257,"G",3705,4,"CHEYENNE","WY","LARAMIE"
"82003","CHEYENNE, WY","H",571,"H",7182,"H",32332,82,"CHEYENNE","WY","LARAMIE"
"82005","FE WARREN AFB, WY","H",141,"G",1540,"G",6118,20,"FE WARREN AFB","WY","LARAMIE"
"82007","CHEYENNE, WY","G",7821,"G",102154,"G",432837,436,"CHEYENNE","WY","LARAMIE"
"82009","CHEYENNE, WY","G",9604,"G",104643,"G",442668,945,"CHEYENNE","WY","LARAMIE"
"82050","ALBIN, WY","J",16,"H",104,"G",483,8,"ALBIN","WY","LARAMIE"
"82053","BURNS, WY","H",129,"G",1129,"G",5006,38,"BURNS","WY","LARAMIE"
"82054","CARPENTER, WY","J",19,"H",247,"H",976,14,"CARPENTER","WY","LARAMIE"
"82055","CENTENNIAL, WY","H",173,"H",786,"G",2764,11,"CENTENNIAL","WY","ALBANY"
"82060","HILLSDALE, WY","H",21,"H",184,"G",731,9,"HILLSDALE","WY","LARAMIE"
"82070","LARAMIE, WY","G",7293,"G",66815,"G",278497,709,"LARAMIE","WY","ALBANY"
"82071","LARAMIE, WY","G",77,"J",569,"J",1913,4,"LARAMIE","WY","ALBANY"
"82072","LARAMIE, WY","H",2865,"H",35151,"H",142433,321,"LARAMIE","WY","ALBANY"
"82073","LARAMIE, WY","J",209,"H",1177,"H",5359,32,"LARAMIE","WY","ALBANY"
"82082","PINE BLUFFS, WY","G",430,"H",4434,"G",21284,55,"PINE BLUFFS","WY","LARAMIE"
"82083","ROCK RIVER, WY","H",37,"H",631,"H",2734,11,"ROCK RIVER","WY","ALBANY"
"82084","TIE SIDING, WY","G",14,"J",189,"H",739,6,"TIE SIDING","WY","ALBANY"
"82190","YELLOWSTONE NATIONAL PARK, WY","J",510,"J",7335,"J",50050,26,"YELLOWSTONE NATIONAL PARK","WY","PARK"
"82201","WHEATLAND, WY","G",1702,"G",23593,"G",92740,196,"WHEATLAND","WY","PLATTE"
"82210","CHUGWATER, WY","J",25,"H",146,"H",914,10,"CHUGWATER","WY","PLATTE"
"82212","FORT LARAMIE, WY","G",21,"H",429,"H",1435,9,"FORT LARAMIE","WY","GOSHEN"
"82213","GLENDO, WY","G",57,"G",383,"G",1952,21,"GLENDO","WY","PLATTE"
"82214","GUERNSEY, WY","G",256,"G",2571,"G",11147,42,"GUERNSEY","WY","PLATTE"
"82215","HARTVILLE, WY","G",35,"G",316,"G",1315,4,"HARTVILLE","WY","PLATTE"
"82217","HAWK SPRINGS, WY","G",33,"H",199,"H",804,6,"HAWK SPRINGS","WY","GOSHEN"
"82221","LAGRANGE, WY","J",40,"J",195,"J",892,9,"LAGRANGE","WY","GOSHEN"
"82222","LANCE CREEK, WY","H",26,"J",298,"J",1323,8,"LANCE CREEK","WY","NIOBRARA"
"82223","LINGLE, WY","J",59,"G",490,"G",2021,16,"LINGLE","WY","GOSHEN"
"82225","LUSK, WY","J",301,"G",2353,"G",10132,57,"LUSK","WY","NIOBRARA"
"82240","TORRINGTON, WY","G",2306,"G",22980,"G",93385,269,"TORRINGTON","WY","GOSHEN"
"82244","YODER, WY","J",14,"H",135,"H",608,8,"YODER","WY","GOSHEN"
"82301","RAWLINS, WY","G",2076,"G",22201,"G",88931,255,"RAWLINS","WY","CARBON"
"82321","BAGGS, WY","G",213,"G",1721,"G",7008,38,"BAGGS","WY","CARBON"
"82322","BAIROIL, WY","H",46,"H",674,"H",3532,4,"BAIROIL","WY","SWEETWATER"
"82323","DIXON, WY","H",27,"H",353,"H",1325,9,"DIXON","WY","CARBON"
